date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:09	86458/86458	---M--	200	added ('OK')	font/woff2	etag:%22151ba-692dfac7-5ea21125e83beaae;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-UltraLight-Az.woff2	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-UltraLight-Az.woff2	(from https://lowyaltybrandingline.com/)
12:04:09	13134/13134	---M-Z	200	added ('OK')	text/css	etag:%22334e-6aa3fd4b-306aaf721be50ad3;br%22	https://lowyaltybrandingline.com/wp-content/plugins/advanced-woo-search/assets/css/common.min.css?ver=3.70	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/plugins/advanced-woo-search/assets/css/common.min0ffb.css	(from https://lowyaltybrandingline.com/)
12:04:09	86389/86389	---M--	200	added ('OK')	font/woff2	etag:%2215175-692dfb00-cfec2842f3341fee;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-UltraLight-Italic-Az.woff2	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-UltraLight-Italic-Az.woff2	(from https://lowyaltybrandingline.com/)
12:04:10	484268/484268	---M-Z	200	added ('OK')	text/css	etag:%22763ac-6a3bab97-11486fcd6c5ef02;br%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/css/style.min.css?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/css/style.min55af.css	(from https://lowyaltybrandingline.com/)
12:04:10	86665/86665	---M--	200	added ('OK')	font/woff2	etag:%2215289-692df9f2-b0d813127eb11a8b;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-ExtraLight-Italic-Az.woff2	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/12/Sofia-Pro-ExtraLight-Italic-Az.woff2	(from https://lowyaltybrandingline.com/)
12:04:10	57795/57795	---M-Z	200	added ('OK')	text/css	etag:%22e1c3-6a3bab98-35938ab0f2847c93;br%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/common/css/plugins/woocommerce.min.css?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/common/css/plugins/woocommerce.min55af.css	(from https://lowyaltybrandingline.com/)
12:04:11	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-6a0b1200-94484043cd7d39b0;br%22	https://lowyaltybrandingline.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://lowyaltybrandingline.com/)
12:04:11	9636/9636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a4-6a9520c3-b807f4e7be2418a1;br%22	https://lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.11.0.1	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mine7c9.js	(from https://lowyaltybrandingline.com/)
12:04:11	4350/4350	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210fe-6a9520c3-fd9a333ec070fc90;br%22	https://lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=11.0.1	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min5ae7.js	(from https://lowyaltybrandingline.com/)
12:04:12	1720/1720	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b8-6a9520c3-4f8b412de0ab88aa;br%22	https://lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.11.0.1	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6f96.js	(from https://lowyaltybrandingline.com/)
12:04:12	4270/4270	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210ae-6a9520c3-cf00a7294eef93d1;br%22	https://lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=11.0.1	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min5ae7.js	(from https://lowyaltybrandingline.com/)
12:04:13	131760/131760	---MCZ	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202026%2009:04:13%20GMT	https://lowyaltybrandingline.com/wp-json/wp/v2/pages/1535	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-json/wp/v2/pages/1535.json	(from https://lowyaltybrandingline.com/)
12:04:13	768/768	---M-Z	200	added ('OK')	text/xml	date:Wed,%2016%20Sep%202026%2009:04:13%20GMT	https://lowyaltybrandingline.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/xmlrpc0db0.php	(from https://lowyaltybrandingline.com/)
12:04:13	1161/1161	---M--	200	added ('OK')	image/png	etag:%22489-69250b1b-e813ae21903b4775;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-32x32.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-32x32.png	(from https://lowyaltybrandingline.com/)
12:04:13	10547/10547	---M--	200	added ('OK')	image/png	etag:%222933-69250b1b-b92ccf92cc7ffa38;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-192x192.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-192x192.png	(from https://lowyaltybrandingline.com/)
12:04:13	1301552/1301552	---MCZ	200	added ('OK')	application/json	etag:%22206-1789549453;br%22	https://lowyaltybrandingline.com/wp-json/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-json/index.html	(from https://lowyaltybrandingline.com/)
12:04:14	9486/9486	---M--	200	added ('OK')	image/png	etag:%22250e-69250b1b-69432f81c1be669a;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-180x180.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-180x180.png	(from https://lowyaltybrandingline.com/)
12:04:14	19051/19051	---M--	200	added ('OK')	image/png	etag:%224a6b-69250b1b-2f301fda50afe81a;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-270x270.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/11/cropped-Almod-1-270x270.png	(from https://lowyaltybrandingline.com/)
12:04:15	601905/601905	---M--	200	added ('OK')	image/jpeg	etag:%2292f31-6aa7b224-cc6f91bccd1ea61c;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_eevbueeevbueeevb.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_eevbueeevbueeevb.jpg	(from https://lowyaltybrandingline.com/)
12:04:16	681931/681931	---M--	200	added ('OK')	image/jpeg	etag:%22a67cb-6aa7b2fc-2a7cee041864424;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_99vsu499vsu499vs.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_99vsu499vsu499vs.jpg	(from https://lowyaltybrandingline.com/)
12:04:16	498644/498644	---M--	200	added ('OK')	image/jpeg	etag:%2279bd4-6aa7b4ee-1de46a8ca85151ee;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_f36kzf36kzf36kzf.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_f36kzf36kzf36kzf.jpg	(from https://lowyaltybrandingline.com/)
12:04:16	272824/272824	---M--	200	added ('OK')	image/jpeg	etag:%22429b8-6aa7b728-aba4f52770e03fb4;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_zc6h45zc6h45zc6h.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_zc6h45zc6h45zc6h.jpg	(from https://lowyaltybrandingline.com/)
12:04:17	510793/510793	---M--	200	added ('OK')	image/jpeg	etag:%227cb49-6aa7b439-ab6e0f6bc3147f06;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_xrg7xpxrg7xpxrg7.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_xrg7xpxrg7xpxrg7.jpg	(from https://lowyaltybrandingline.com/)
12:04:17	137104/137104	---M--	200	added ('OK')	font/woff2	etag:%2221790-6a3bab97-e4bea1933f802083;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-solid-900.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-solid-90055af.woff2	(from https://lowyaltybrandingline.com/)
12:04:17	168824/168824	---M--	200	added ('OK')	font/woff2	etag:%2229378-6a3bab97-8142667fe0e2b74b;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-regular-400.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-regular-40055af.woff2	(from https://lowyaltybrandingline.com/)
12:04:17	610848/610848	---M--	200	added ('OK')	image/jpeg	etag:%2295220-6aa7b622-d177efb0b8910eab;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_7q22d17q22d17q22.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_7q22d17q22d17q22.jpg	(from https://lowyaltybrandingline.com/)
12:04:18	184204/184204	---M--	200	added ('OK')	font/woff2	etag:%222cf8c-6a3bab97-29745319826554cf;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-light-300.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-light-30055af.woff2	(from https://lowyaltybrandingline.com/)
12:04:18	182080/182080	---M--	200	added ('OK')	font/woff2	etag:%222c740-6a3bab97-115a84f14eb3d3aa;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-duotone-900.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-duotone-90055af.woff2	(from https://lowyaltybrandingline.com/)
12:04:18	128352/128352	---M--	200	added ('OK')	font/woff2	etag:%221f560-6a3bab97-c2f033f9f0dd4c92;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/material-icons.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/material-icons55af.woff2	(from https://lowyaltybrandingline.com/)
12:04:18	76728/76728	---M--	200	added ('OK')	font/woff2	etag:%2212bb8-6a3bab97-a8f5bb0bef68e5c8;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-brands-400.woff2?ver=8.41	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/fonts/fa-brands-40055af.woff2	(from https://lowyaltybrandingline.com/)
12:04:18	1466/1466	---M--	200	added ('OK')	image/png	etag:%225ba-6a3bab98-cf5ae017a63ef742;;;%22	https://lowyaltybrandingline.com/wp-content/themes/Impreza/common/css/vendor/images/marker-icon.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/themes/Impreza/common/css/vendor/images/marker-icon.png	(from https://lowyaltybrandingline.com/)
12:04:18	13748/13748	---M--	200	added ('OK')	image/png	etag:%2235b4-692dec8c-b640b4a27c41e0da;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/12/lowyalty-icon.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/12/lowyalty-icon.png	(from https://lowyaltybrandingline.com/)
12:04:19	8967/8967	---M--	200	added ('OK')	image/png	etag:%222307-692dec8c-ed4acfd56d6ec653;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2025/12/lowyalty-icon-150x150.png	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2025/12/lowyalty-icon-150x150.png	(from https://lowyaltybrandingline.com/)
12:04:19	3388/3388	---M--	200	added ('OK')	image/jpeg	etag:%22d3c-6aa4fb85-76f2486879e6d5eb;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-300x61.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-300x61.jpg	(from https://lowyaltybrandingline.com/)
12:04:20	19918/19918	---M--	200	added ('OK')	image/jpeg	etag:%224dce-6aa4fb85-b44bddb9fbeac8f9;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-1024x209.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-1024x209.jpg	(from https://lowyaltybrandingline.com/)
12:04:21	224236/224236	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:19%20GMT	https://lowyaltybrandingline.com/contact/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/contact/index.html	(from https://lowyaltybrandingline.com/)
12:04:21	8957/8957	---M--	200	added ('OK')	image/jpeg	etag:%2222fd-6aa4fb85-62efa9b7fbdf83af;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-600x123.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Gemini_Generated_Image_ignalmignalmigna-600x123.jpg	(from https://lowyaltybrandingline.com/)
12:04:21	203079/203079	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:20%20GMT	https://lowyaltybrandingline.com/cart/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/cart/index.html	(from https://lowyaltybrandingline.com/)
12:04:21	317516/317516	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:20%20GMT	https://lowyaltybrandingline.com/printing-services-category/https-lowyalty-ke-apparels/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/printing-services-category/https-lowyalty-ke-apparels/index.html	(from https://lowyaltybrandingline.com/)
12:04:22	211323/211323	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:21%20GMT	https://lowyaltybrandingline.com/apparels/t-shirts/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/t-shirts/index.html	(from https://lowyaltybrandingline.com/)
12:04:22	89120/89120	---M--	200	added ('OK')	image/jpeg	etag:%2215c20-6aa51714-91d27c7b98894b44;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Minimalistic-Branding-for-Your-Startup-559x1024.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Minimalistic-Branding-for-Your-Startup-559x1024.jpg	(from https://lowyaltybrandingline.com/)
12:04:22	252762/252762	---M--	200	added ('OK')	image/jpeg	etag:%223db5a-6aa51ef6-2e71bf710493aa8b;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/100pcs-Handmade-Custom-ribbon-satin-wristband-Feature-holiday-Ribbon-for-events-party-concert-entrance-ID-Cloth-wristband-full-color-Printed.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/100pcs-Handmade-Custom-ribbon-satin-wristband-Feature-holiday-Ribbon-for-events-party-concert-entrance-ID-Cloth-wristband-full-color-Printed.jpg	(from https://lowyaltybrandingline.com/)
12:04:22	212958/212958	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:22%20GMT	https://lowyaltybrandingline.com/apparels/poloshirts/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/poloshirts/index.html	(from https://lowyaltybrandingline.com/)
12:04:22	43872/43872	---M--	200	added ('OK')	image/jpeg	etag:%22ab60-6aa5218b-f6be021ec57a5ab3;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/RoyaltyFree-_-Modern-Athletic-Wear-Logo-Placement-Collection.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/RoyaltyFree-_-Modern-Athletic-Wear-Logo-Placement-Collection.jpg	(from https://lowyaltybrandingline.com/)
12:04:23	209554/209554	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:23%20GMT	https://lowyaltybrandingline.com/apparels/blouses/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/blouses/index.html	(from https://lowyaltybrandingline.com/)
12:04:25	211726/211726	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:23%20GMT	https://lowyaltybrandingline.com/apparels/shirts/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/shirts/index.html	(from https://lowyaltybrandingline.com/)
12:04:26	211360/211360	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:23%20GMT	https://lowyaltybrandingline.com/apparels/aprons/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/aprons/index.html	(from https://lowyaltybrandingline.com/)
12:04:26	92513/92513	---M--	200	added ('OK')	image/jpeg	etag:%2216961-6aa517b9-4da1060ba0b06010;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Make-your-business-look-more-professional-with%e2%80%a6-2.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Make-your-business-look-more-professional-with%e2%80%a6-2.jpg	(from https://lowyaltybrandingline.com/)
12:04:26	211951/211951	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202026%2009:04:23%20GMT	https://lowyaltybrandingline.com/apparels/caps/	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/apparels/caps/index.html	(from https://lowyaltybrandingline.com/)
12:04:26	59191/59191	---M--	200	added ('OK')	image/jpeg	etag:%22e737-6aa51f5b-19c899f5eb25b1fc;;;%22	https://lowyaltybrandingline.com/wp-content/uploads/2026/09/Custom-Printed-Self-Adhesive-Labels-For-All-Applications-1.jpg	C:/My%20Web%20Sites/Lowyalty%20Website/lowyaltybrandingline.com/wp-content/uploads/2026/09/Custom-Printed-Self-Adhesive-Labels-For-All-Applications-1.jpg	(from https://lowyaltybrandingline.com/)
